Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,LOCAL,140,63147.6138,2.07,873.741,0.0286,64021.3547,2.0986,143666.2584,14.1209,2914502.2715,286.4657,3058168.5299,300.5866,76.75,41700,31467,0,10174,0,59,0,0,0,0,0,41700,31467,75.46043165467626,21432.028000002643,0.0,21432.028000002643,90054.20000004538,0.0,0.0,46.22448044944838,60.5872,0,0,64.1935,331.9357,2.2892,0,0,0,0,331.9357,2.371,0,0,0,-1.0,[],[]
ALL,LOCAL,160,68329.4267,1.9362,2521.0752,0.0714,70850.5019,2.0076,166627.955,13.7595,2896380.644,239.1726,3063008.599,252.9322,66.1138,47600,35439,0,12110,0,51,0,0,0,0,0,47600,35439,74.4516806722689,27185.03600000425,0.0,27185.03600000425,101324.95000005588,0.0,0.0,46.792616883319106,59.183,0,0,62.2654,376.0527,2.2791,0,0,0,0,376.0527,2.3503,0,0,0,-1.0,[],[]
ALL,LOCAL,180,76180.8586,1.986,4039.8514,0.1053,80220.7101,2.0914,193222.0252,12.6132,2911787.6129,190.0769,3105009.6381,202.6901,59.3407,53600,38122,0,15319,0,159,0,0,0,0,0,53600,38122,71.1231343283582,26921.132000004447,0.0,26921.132000004447,113530.95000007139,0.0,0.0,47.53143800504592,61.8353,0,0,64.6981,416.7329,2.2526,0,0,0,0,416.7329,2.3152,0,0,0,-1.0,[],[]
ALL,LOCAL,200,83502.0303,1.9094,1678.1713,0.0384,85180.2016,1.9477,201297.9003,13.1878,3683118.92,241.2945,3884416.8204,254.4822,67.2847,59500,44123,0,15264,0,113,0,0,0,0,0,59500,44123,74.1563025210084,39271.64000000941,0.0,39271.64000000941,138839.00000005087,0.0,0.0,42.71020668938362,60.9097,0,0,63.4476,488.3452,2.3822,0,0,0,0,488.3452,2.4417,0,0,0,-1.0,[],[]
ALL,CLOSEST,100,34876.2,1.8754,1424.7749,0.0766,36300.9749,1.952,116653.6094,10.7209,2226430.7999,204.6164,2343084.4092,215.3372,80.7173,29800,18902,0,10881,0,17,0,0,0,0,0,29800,18902,63.42953020134228,16283.356000001542,0.0,16283.356000001542,63822.25000002559,0.0,0.0,44.38140100767491,58.6974,0,0,63.5888,226.7075,2.1591,0,0,0,0,226.7075,2.2671,0,0,0,-1.0,[],[]
ALL,CLOSEST,120,42749.7772,1.9274,3090.6784,0.1393,45840.4556,2.0667,139257.6153,10.39,2209868.6302,164.8787,2349126.2455,175.2687,67.3065,35700,22048,219,13403,0,30,0,0,0,0,0,35481,22048,61.75910364145658,18986.328000001467,0.0,18986.328000001467,84407.50000003984,0.0,0.0,47.05850031512731,59.5553,0,0,63.6911,266.5084,2.1321,0,0,0,0,266.5084,2.2209,0,0,0,-1.0,[],[]
ALL,CLOSEST,140,40255.4254,1.7025,2825.7415,0.1195,43081.1668,1.822,186293.2528,10.5459,3587751.1115,203.0994,3774044.3643,213.6453,92.402,41700,23983,13,17665,0,39,0,0,0,0,0,41687,23983,57.513189448441246,21657.53600000315,0.0,21657.53600000315,81335.400000043,0.0,0.0,45.491865292529646,56.3586,0,0,59.7132,304.2435,2.0982,0,0,0,0,304.2435,2.1732,0,0,0,-1.0,[],[]
ALL,CLOSEST,160,51093.338,1.7454,3393.929,0.1159,54487.267,1.8613,208527.1147,11.6946,3918360.5711,219.7499,4126887.6858,231.4445,88.769,47600,29719,0,17831,0,50,0,0,0,0,0,47600,29719,62.43487394957983,24741.348000003487,0.0,24741.348000003487,98068.65000005823,0.0,0.0,45.12788886651774,57.9842,0,0,61.0042,358.5046,2.1728,0,0,0,0,358.5046,2.2407,0,0,0,-1.0,[],[]
ALL,CLOSEST,180,75065.2192,2.1756,4616.0661,0.1338,79681.2853,2.3093,197997.4539,10.2915,3448784.7171,179.2601,3646782.1711,189.5515,69.3386,53600,34231,70,19239,0,60,0,0,0,0,0,53530,34231,63.86380597014925,37954.64800001249,0.0,37954.64800001249,137190.30000005124,0.0,0.0,44.235307391867245,62.7116,0,0,65.6149,417.864,2.2587,0,0,0,0,417.864,2.3215,0,0,0,-1.0,[],[]
ALL,CLOSEST,200,72679.6592,1.9579,5732.1531,0.1544,78411.8123,2.1123,230739.7569,10.0087,4707515.529,204.1952,4938255.2859,214.2038,83.3666,59500,36406,0,23054,0,40,0,0,0,0,0,59500,36406,61.18655462184874,43584.06000001689,0.0,43584.06000001689,151384.1500000102,0.0,0.0,45.435608523155196,63.23,0,0,65.8646,468.3219,2.2845,0,0,0,0,468.3219,2.3416,0,0,0,-1.0,[],[]
ALL,MIST,100,48574.0066,2.4532,3761.7827,0.19,52335.7893,2.6432,95866.5009,9.7973,1020203.5649,104.262,1116070.0657,114.0593,39.4932,29800,19642,0,9785,0,373,0,0,0,0,0,29800,19642,65.91275167785236,36141.7080000047,0.0,36141.7080000047,95074.15000005516,0.0,0.0,33.56397676798584,69.2272,0,0,74.9961,240.6226,2.2916,0,0,0,0,240.6226,2.4062,0,0,0,-1.0,[],[]
ALL,MIST,120,63046.7756,2.703,4926.2286,0.2112,67973.0043,2.9142,109733.3808,9.0019,1344813.6762,110.3211,1454547.057,119.323,42.8698,35700,23043,0,12190,0,467,0,0,0,0,0,35700,23043,64.54621848739495,42283.72400000447,0.0,42283.72400000447,120185.30000007758,0.0,0.0,30.762927086976195,71.8817,0,0,76.8735,295.2763,2.3622,0,0,0,0,295.2763,2.4606,0,0,0,-1.0,[],[]
ALL,MIST,140,69141.4058,2.5716,5920.3371,0.2202,75061.7429,2.7917,139280.9847,9.4428,2112415.5228,143.2146,2251696.5075,152.6574,55.882,41700,26337,0,14750,0,613,0,0,0,0,0,41700,26337,63.15827338129496,51784.43200000799,0.0,51784.43200000799,138359.95000006288,0.0,0.0,31.463522699738384,72.6125,0,0,76.9347,342.3995,2.3614,0,0,0,0,342.3995,2.4457,0,0,0,-1.0,[],[]
ALL,MIST,160,82617.0671,2.6944,6484.5375,0.2115,89101.6045,2.9058,163473.0221,9.7282,2483956.2378,147.8193,2647429.26,157.5476,57.6512,47600,30088,0,16804,0,708,0,0,0,0,0,47600,30088,63.21008403361345,60736.57200000659,0.0,60736.57200000659,158925.14999999822,0.0,0.0,29.687680825050982,73.0771,0,0,76.8832,396.4634,2.4028,0,0,0,0,396.4634,2.4779,0,0,0,-1.0,[],[]
ALL,MIST,180,91259.7458,2.72,6005.4292,0.179,97265.1751,2.899,183784.4898,9.209,2734105.0846,136.9998,2917889.5744,146.2088,56.3496,53600,32958,0,19957,0,685,0,0,0,0,0,53600,32958,61.48880597014925,70593.30800002022,0.0,70593.30800002022,177697.549999934,0.0,0.0,30.30231725685361,73.7423,0,0,77.1563,441.3044,2.3854,0,0,0,0,441.3044,2.4517,0,0,0,-1.0,[],[]
ALL,MIST,200,123245.4822,3.1225,10492.4663,0.2658,133737.9486,3.3883,182358.1049,8.9514,2761355.9668,135.5466,2943714.0718,144.498,51.4263,59500,38358,0,20372,0,770,0,0,0,0,0,59500,38358,64.46722689075631,83580.21200003904,0.0,83580.21200003904,210765.04999983747,0.0,0.0,28.894561256778807,76.633,0,0,79.8261,502.6018,2.4517,0,0,0,0,502.6018,2.513,0,0,0,-1.0,[],[]
ALL,EDGE,100,16903.9965,2.5219,43797.8016,6.5341,60701.7981,9.0559,21136.2606,0.8948,702227.0547,29.7302,723363.3153,30.625,25.8571,29800,6180,0,23620,0,0,0,0,0,29800,6180,0,0,20.738255033557046,229208.57599999712,0.0,229208.57599999712,103328.95000003764,0.0,0.0,4.631200382332791,4.994,0,81.1521,0,345.7317,3.2927,0,0,7.7701,1.9425,337.9616,3.3796,0,0,0,-1.0,[],[]
ALL,EDGE,120,5413.9946,3.0519,15290.5787,8.6193,20704.5733,11.6711,40418.1087,1.187,2519266.2588,73.9873,2559684.3676,75.1743,72.0296,35700,1644,0,34050,0,6,0,0,0,35700,1644,0,0,4.605042016806722,236896.39999999118,0.0,236896.39999999118,96237.85000004279,0.0,0.0,4.404894795213164,3.766,0,72.4948,0,415.9415,3.3275,0,0,9.4981,2.3745,406.4434,3.387,0,0,0,-1.0,[],[]
ALL,EDGE,140,3523.795,2.6475,8776.6038,6.594,12300.3988,9.2415,49107.7732,1.2136,5211551.6703,128.798,5260659.4435,130.0116,126.1655,41700,1233,0,40463,0,4,0,0,0,41700,1233,0,0,2.9568345323741005,300024.9640000026,0.0,300024.9640000026,105001.15000005034,0.0,0.0,3.870705048247572,3.5003,0,77.8816,0,476.6163,3.287,0,0,10.9119,2.728,465.7044,3.3265,0,0,0,-1.0,[],[]
ALL,EDGE,160,2936.8279,2.7193,6584.9408,6.0972,9521.7687,8.8165,58173.5658,1.2485,9148561.6419,196.3463,9206735.2077,197.5949,193.3183,47600,1005,0,46594,0,1,0,0,0,47600,1005,0,0,2.111344537815126,393037.7519999935,0.0,393037.7519999935,119997.0500000587,0.0,0.0,3.4213519914284993,3.4225,0,86.4176,0,554.7504,3.3621,0,0,12.7125,3.1781,542.0379,3.3877,0,0,0,-1.0,[],[]
ALL,EDGE,180,2674.2823,2.5253,5620.643,5.3075,8294.9254,7.8328,65334.8945,1.2419,13261539.8823,252.087,13326874.7768,253.3289,248.4845,53600,993,0,52607,0,0,0,0,0,53600,993,0,0,1.8526119402985075,482831.1759999847,0.0,482831.1759999847,132134.2000000572,0.0,0.0,3.0772755660117808,3.0689,0,86.6975,0,616.1751,3.3307,0,0,14.1263,3.5316,602.0487,3.3447,0,0,0,-1.0,[],[]
ALL,EDGE,200,2622.1227,2.6459,5122.2851,5.1688,7744.4078,7.8147,73881.9632,1.2615,18708859.0708,319.4437,18782741.034,320.7052,315.4989,59500,928,0,58567,0,5,0,0,0,59500,928,0,0,1.5596638655462185,591674.4079999985,0.0,591674.4079999985,148175.45000001052,0.0,0.0,2.787353946514922,2.8634,0,89.4804,0,694.5415,3.388,0,0,15.927,3.9817,678.6145,3.3931,0,0,0,-1.0,[],[]
ALL,CLOUD,100,643.1513,1.2158,3036.5401,5.7402,3679.6914,6.9559,18191.9276,0.6209,9242065.6484,315.4289,9260257.576,316.0497,310.5681,29800,500,0,29300,0,0,0,29800,500,0,0,0,0,1.6778523489932886,2736658.040000032,2718937.740000027,2736658.040000032,72208.45000002465,0.0,0.0,0.3093159103089468,1.4003,91.0176,0,0,338.8109,3.2268,7.765,7.765,0,0,331.0459,3.3105,0,0,0,-1.0,[],[]
ALL,CLOUD,120,624.3182,1.282,3089.5851,6.3441,3713.9032,7.6261,22315.0058,0.633,15724852.7471,446.0951,15747167.7529,446.7282,440.7444,35700,450,0,35250,0,0,0,35700,450,0,0,0,0,1.2605042016806722,4016538.7720001047,3995839.6400001026,4016538.7720001047,87705.45000003574,0.0,0.0,0.25441284992964797,1.1961,92.0961,0,0,414.0391,3.3123,9.4919,9.4919,0,0,404.5473,3.3712,0,0,0,-1.0,[],[]
ALL,CLOUD,140,585.728,1.0478,3058.2311,5.4709,3643.9591,6.5187,25827.5987,0.6272,23080049.7868,560.4811,23105877.3855,561.1083,553.6806,41700,521,0,41179,0,0,0,41700,521,0,0,0,0,1.249400479616307,5444935.98000005,5422001.760000055,5444935.98000005,100215.35000004567,0.0,0.0,0.21707425734385635,1.0482,93.288,0,0,475.5456,3.2796,10.9047,10.9047,0,0,464.6409,3.3189,0,0,0,-1.0,[],[]
ALL,CLOUD,160,591.4508,1.0413,3132.0448,5.5142,3723.4957,6.5555,27243.8043,0.6427,26604744.9769,627.6332,26631988.7812,628.2759,620.0552,47600,5211,0,42389,0,0,0,47600,5211,0,0,0,0,10.947478991596638,7201101.616000041,7176005.000000035,7201101.616000041,116350.55000005677,0.0,0.0,0.18929852413975665,0.9901,100,0,0,553.9318,3.3572,12.7042,12.7042,0,0,541.2276,3.3827,0,0,0,-1.0,[],[]
ALL,CLOUD,180,589.546,1.2359,2919.865,6.1213,3509.411,7.3573,27241.0036,0.6328,28353618.1138,658.6512,28380859.1173,659.284,652.1394,53600,10552,0,43048,0,0,0,53600,10552,0,0,0,0,19.686567164179106,9037442.608000033,9009761.420000033,9037442.608000033,129138.65000006622,0.0,0.0,0.16631239400338643,0.885,100,0,0,615.5001,3.327,14.1171,14.1171,0,0,601.383,3.341,0,0,0,-1.0,[],[]
ALL,CLOUD,200,555.7934,1.1389,3053.3304,6.2568,3609.1238,7.3957,27275.6395,0.6426,29173030.2236,687.2489,29200305.8631,687.8915,680.1573,59500,17051,0,42449,0,0,0,59500,17051,0,0,0,0,28.65714285714286,1.1292188480000298E7,1.1262012100000272E7,1.1292188480000298E7,145224.20000002647,0.0,0.0,0.3976168386652055,0.8,100,0,0,693.8761,3.3848,15.9175,15.9175,0,0,677.9586,3.3898,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,100,49654.9658,1.9785,23528.5327,0.9375,73183.4986,2.916,36834.0643,6.6935,171523.0942,31.169,208357.1584,37.8625,9.2007,29800,24112,0,5503,0,185,0,3420,3312,13632,11078,12748,9722,80.91275167785236,280146.9999999756,104798.8159999997,280146.9999999756,110868.85000006943,0.0,0.0,19.139936632763064,59.1706,10.3243,21.6608,62.4854,301.6262,2.8726,0.8467,0.8467,3.5864,0.8966,297.1931,2.9719,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,120,75842.8321,2.4068,22030.5157,0.6991,97873.3478,3.1059,33348.2746,6.2626,105439.5165,19.8008,138787.791,26.0634,6.4245,35700,30166,0,5325,0,209,0,3767,3571,15040,13055,16893,13540,84.49859943977592,440427.5559999277,163674.33200000008,440427.5559999277,146364.20000004038,0.0,0.0,18.46345841478242,58.1174,8.7632,16.4277,61.1189,368.0966,2.9448,1.0621,1.0621,3.9791,0.9948,363.0554,3.0255,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,140,81743.4825,2.2557,27853.9094,0.7686,109597.3919,3.0244,44408.9889,6.6401,270883.1309,40.5029,315292.1198,47.143,9.8982,41700,34696,0,6688,0,316,0,4080,3948,16292,13904,21328,16844,83.20383693045564,648867.3839998653,258198.6879999998,648867.3839998653,169911.6999999642,0.0,0.0,19.047221132817338,57.0264,11.5381,17.2239,59.4633,426.4378,2.941,1.4445,1.4445,4.1524,1.0381,420.8409,3.006,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,160,105548.1674,2.5895,33146.0904,0.8132,138694.2578,3.4027,58767.2209,7.2409,425239.4895,52.3952,484006.7104,59.6361,12.7404,47600,39054,0,8116,0,430,0,4336,4230,17344,14748,25920,20076,82.04621848739495,544800.407999873,186966.68399999986,544800.407999873,195282.34999989084,0.0,0.0,19.3857780950922,63.1134,7.9149,18.6937,65.5392,475.0432,2.879,0.9389,0.9389,4.521,1.1302,469.5833,2.9349,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,180,122760.1582,2.8217,37302.8617,0.8574,160063.02,3.6792,63520.7707,5.7108,302521.1731,27.1978,366041.9437,32.9086,9.6307,53600,41982,0,11123,0,495,0,4576,4410,18258,13696,30766,23876,78.32462686567165,566793.9759998462,215998.93200000006,566793.9759998462,216991.29999984635,0.0,0.0,20.919423998305835,67.4328,8.3368,19.1161,69.7695,520.0314,2.811,0.9751,0.9751,4.5968,1.1492,514.4596,2.8581,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,200,135963.8202,2.8002,42572.4902,0.8768,178536.3104,3.677,76479.1604,6.0804,420573.2757,33.4372,497052.4361,39.5176,11.0511,59500,46293,0,12578,0,629,0,4768,4617,19072,14896,35660,26780,77.80336134453782,824494.7559997668,324312.29200000054,824494.7559997668,244296.34999975585,0.0,0.0,20.302054810595568,68.7326,10.7809,20.6603,70.818,588.6774,2.8716,1.3103,1.3103,4.9953,1.2488,582.3718,2.9119,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,100,37707.0986,1.4075,36765.8873,1.3724,74472.9859,2.7799,6692.9476,1.577,25499.9334,6.0085,32192.881,7.5855,3.4371,29800,25495,0,4244,0,61,0,5888,5615,17617,14196,6295,5684,85.55369127516778,596542.2959999442,235059.30000000008,596542.2959999442,128725.05000007899,0.0,0.0,12.102732524350195,43.2433,39.6372,52.2402,42.7036,339.7141,3.2354,1.7951,1.7951,4.6655,1.1664,333.2534,3.3325,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,120,46645.7463,1.5653,51330.6763,1.7226,97976.4226,3.2879,11265.4096,1.5065,57444.7819,7.6818,68710.1915,9.1883,4.4716,35700,28124,0,7478,0,98,0,6752,6326,20249,13986,8699,7812,78.77871148459384,725515.4159999251,284606.8799999996,725515.4159999251,157173.90000000192,0.0,0.0,13.080340396505672,54.5572,42.3543,61.5653,54.3374,408.1663,3.2653,1.8755,1.8755,5.4177,1.3544,400.8731,3.3406,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,140,53756.717,1.7041,63592.4814,2.0159,117349.1984,3.7199,16252.0092,1.3799,163776.3592,13.9053,180028.3685,15.2851,6.864,41700,29803,0,11778,0,119,0,7584,6632,22722,12994,11394,10177,71.47002398081534,897680.6519998874,377985.9279999998,897680.6519998874,174813.24999995672,0.0,0.0,14.821453593046545,58.2551,48.3633,66.8663,57.9628,466.0968,3.2145,2.2172,2.2172,6.0676,1.5169,457.8121,3.2701,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,160,61857.9977,1.855,65984.7148,1.9788,127842.7125,3.8338,21885.2163,1.3626,318406.8291,19.8248,340292.0454,21.1875,9.4751,47600,31399,0,16061,0,140,0,8322,7236,24960,11248,14318,12915,65.96428571428571,968949.1439998553,403171.38400000014,968949.1439998553,196725.49999989933,0.0,0.0,16.227273211867153,64.3979,46.4057,72.4192,64.2511,532.4726,3.2271,2.1606,2.1606,6.7692,1.6923,523.5428,3.2721,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,180,64871.4789,1.9329,60137.7439,1.7918,125009.2228,3.7247,30876.5667,1.4309,535491.1816,24.8154,566367.7483,26.2462,12.5383,53600,31855,0,21579,0,166,0,9038,7338,27072,8716,17490,15801,59.43097014925373,1011282.0639998105,452883.87599999836,1011282.0639998105,209247.89999986204,0.0,0.0,18.04985724421118,70.5148,50.0936,77.5538,70.4432,585.1271,3.1628,2.2858,2.2858,7.1219,1.7805,575.7194,3.1984,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,200,72460.9453,2.0811,69081.1424,1.9841,141542.0877,4.0652,37786.0524,1.4352,666325.2048,25.3086,704111.2571,26.7438,13.8301,59500,32928,0,26328,0,244,0,9680,7716,29056,6574,20764,18638,55.34117647058824,1239567.4599998773,554312.4720000004,1239567.4599998773,244127.09999978586,0.0,0.0,18.78587985784197,74.6217,53.2609,81.6102,74.5667,665.4378,3.246,6.1941,6.1941,12.2091,3.0523,647.0346,3.2352,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,100,30848.9856,1.0853,38980.1549,1.3714,69829.1404,2.4567,1443.1459,0.5483,10386.9256,3.9464,11830.0715,4.4947,2.6294,29800,27141,0,2632,0,27,0,10719,9722,14908,13352,4173,4067,91.07718120805369,738142.9719999683,340036.95999999903,738142.9719999683,130596.15000008458,0.0,0.0,8.638935753368237,14.2144,58.9828,51.3349,10.9935,347.8627,3.313,2.4927,2.4927,4.5108,1.1277,340.8592,3.4086,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,120,38131.4119,1.1754,54524.566,1.6808,92655.978,2.8562,2375.3623,0.4754,27597.1141,5.5227,29972.4764,5.9981,3.2756,35700,30677,0,4997,0,26,0,10237,8349,18624,15686,6839,6642,85.92997198879551,1008748.7439999356,465244.3440000006,1008748.7439999356,160300.84999999756,0.0,0.0,9.80408677580874,22.1263,67.666,56.7522,19.5701,418.4331,3.3475,2.9405,2.9405,4.9019,1.2255,410.5907,3.4216,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,140,46375.8771,1.2394,60734.2099,1.6231,107110.087,2.8625,3082.7617,0.4959,35456.6487,5.7032,38539.4104,6.199,3.3379,41700,35418,0,6217,0,65,0,11014,8758,19910,16293,10776,10367,84.93525179856115,1158718.923999934,525568.7080000002,1158718.923999934,183427.19999993415,0.0,0.0,10.99886195250848,31.055,69.2333,60.297,29.208,473.1941,3.2634,2.996,2.996,5.195,1.2988,465.0031,3.3215,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,160,58268.2893,1.4655,71319.5775,1.7938,129587.8669,3.2593,5332.0358,0.5394,70817.4448,7.1634,76149.4805,7.7028,4.1442,47600,37620,0,9886,0,94,0,11459,8004,19838,13981,16303,15635,79.03361344537815,1307500.5639999365,612355.6759999981,1307500.5639999365,212977.49999986036,0.0,0.0,12.923817241376499,41.9059,73.5444,68.1316,40.4836,548.5648,3.3246,3.1851,3.1851,5.9584,1.4896,539.4213,3.3714,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,180,68343.6622,1.5364,77060.4609,1.7324,145404.1231,3.2688,7006.7429,0.6116,80768.2434,7.0503,87774.9863,7.6619,4.1685,53600,42010,0,11456,0,134,0,12054,8107,21732,15021,19814,18882,78.3768656716418,1469338.6679999249,691441.4440000014,1469338.6679999249,235770.39999979304,0.0,0.0,13.243800534747528,49.0081,71.9156,66.7514,48.1388,598.1578,3.2333,3.1979,3.1979,5.9552,1.4888,589.0046,3.2722,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,200,76419.2132,1.6463,85542.7328,1.8428,161961.9459,3.4891,15059.9566,0.9627,123859.6963,7.9179,138919.6529,8.8806,4.848,59500,43653,0,15643,0,204,0,12559,7489,23310,14369,23631,21795,73.36638655462185,1645933.327999945,769936.7840000034,1645933.327999945,264012.49999973347,0.0,0.0,13.45624788878981,59.1211,75.3057,71.6,58.5702,667.7293,3.2572,3.3206,3.3206,6.3547,1.5887,658.054,3.2903,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,100,37021.4401,1.4518,42442.9156,1.6644,79464.3556,3.1161,6399.7244,1.1375,41822.9534,7.4339,48222.6777,8.5714,4.1021,29800,24128,0,5626,0,46,0,5424,5218,19107,14192,5269,4718,80.96644295302013,537690.8759999602,189894.5239999999,537690.8759999602,128842.75000007729,0.0,0.0,11.429810692305164,37.0171,32.9574,57.5666,35.7148,341.1029,3.2486,1.4768,1.4768,5.1511,1.2878,334.475,3.3447,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,120,46544.8686,1.6722,55574.1189,1.9966,102118.9875,3.6689,9685.6651,1.0373,95338.2599,10.2108,105023.925,11.2481,5.5727,35700,26291,0,9337,0,72,0,6281,5962,22080,13786,7339,6543,73.64425770308124,670530.8799999424,242970.15599999996,670530.8799999424,157324.50000000012,0.0,0.0,12.678233637950038,49.3129,37.4962,65.6162,48.5713,409.2306,3.2738,1.6769,1.6769,5.8654,1.4663,401.6883,3.3474,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,140,52403.1475,1.7525,67847.8936,2.269,120251.0411,4.0215,13520.6901,1.0106,156794.349,11.7194,170315.0392,12.73,6.7135,41700,28234,0,13379,0,87,0,7089,6436,24960,13128,9651,8670,67.70743405275779,803975.0119999135,302048.6639999995,803975.0119999135,180427.89999994545,0.0,0.0,14.101913768168643,52.628,41.2475,72.7907,51.8034,468.0443,3.2279,1.8354,1.8354,6.4845,1.6211,459.7244,3.2837,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,160,47661.0006,1.8141,49020.4915,1.8659,96681.4921,3.68,32013.7386,1.419,783482.0194,34.7273,815495.758,36.1463,18.6795,47600,24937,0,22561,0,102,0,7824,6376,27584,7701,12192,10860,52.38865546218487,859744.0919998738,375099.89599999995,859744.0919998738,179217.59999995268,0.0,0.0,16.864713344002727,55.2305,44.8066,76.1343,54.4681,535.6526,3.2464,2.1605,2.1605,7.3121,1.828,526.18,3.2886,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,180,53504.7907,1.8852,58817.7839,2.0724,112322.5746,3.9575,35551.7517,1.3332,887491.1705,33.2805,923042.9222,34.6137,18.8081,53600,26815,0,26667,0,118,0,8544,7397,30065,5893,14991,13525,50.02798507462686,1008493.2279998388,427247.08,1008493.2279998388,202351.6999998768,0.0,0.0,18.247842318530957,52.5501,43.7088,78.649,51.6654,595.7192,3.2201,2.2351,2.2351,8.0885,2.0221,585.3957,3.2522,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,200,61275.8398,2.0824,56908.17,1.934,118184.0098,4.0164,43589.9777,1.383,1212459.4753,38.4688,1256049.453,39.8518,22.5495,59500,27840,0,31518,0,142,0,9184,7317,32364,4432,17952,16091,46.78991596638655,1179060.7559998513,522336.67999999993,1179060.7559998513,224953.9499998136,0.0,0.0,19.103985611625777,59.8406,48.4653,80.3222,59.2527,661.9996,3.2293,2.5662,2.5662,8.4359,2.109,650.9975,3.255,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,100,30.5714,2.5476,58.0925,4.841,88.6638,7.3887,1723.1427,1.5182,1034966.6494,911.8649,1036689.7921,913.3831,903.9045,29800,28665,0,1135,0,0,0,0,0,29800,28665,0,0,96.19127516778524,547137.7200000043,0.0,547137.7200000043,69887.85000002375,0.0,0.0,1.4532084781137897,1.5385,0,25,0,338.3003,3.2219,0,0,7.7701,1.9425,330.5302,3.3053,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,120,33.9633,3.7737,68.9405,7.6601,102.9038,11.4338,1718.5931,1.5276,1019396.0526,906.1298,1021114.6457,907.6575,900.5446,35700,34575,0,1125,0,0,0,0,0,35700,34575,0,0,96.84873949579831,808252.7520000185,0.0,808252.7520000185,85427.6000000347,0.0,0.0,1.2051483409787869,1.2987,0,25,0,413.5392,3.3083,0,0,9.4981,2.3745,404.0411,3.367,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,140,142.376,0.301,213.7334,0.4519,356.1093,0.7529,1740.7301,1.4891,1031048.7676,881.9921,1032789.4977,883.4812,629.1995,41700,40524,0,1169,0,7,0,0,0,41700,40524,0,0,97.17985611510791,1066524.2120000091,0.0,1066524.2120000091,98206.65000004492,0.0,0.0,2.1318460876736545,1.1285,0,25.1084,0,475.1064,3.2766,0,0,10.9119,2.728,464.1945,3.3157,0,0,0,-1.0,[],[]
