Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,ROUND_ROBIN,100,58432.117,1.4538,1008.558,0.0251,59440.675,1.4788,4818.5503,1.1693,77.97,0.0189,4896.5203,1.1882,1.4518,42000,37849,0,4121,0,30,0,4960,4571,19802,17865,17238,15413,90.11666666666666,18269.09230768837,6311.686769230743,18269.09230768837,194427.5499999175,0.0,0.0,468.75942951852693,35.7239,7.1627,8.122,38.0401,3409019.6207,32466.8535,1.7912,1.7912,6.4056,1.6014,3409011.424,34090.1142,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,200,152202.0931,1.937,2608.5649,0.0332,154810.6581,1.9702,14267.5342,1.4729,410.785,0.0424,14678.3192,1.5153,1.9203,84000,74209,0,9687,0,104,0,6757,6171,27008,24134,50235,43904,88.34404761904761,43963.512205156665,16889.758051282228,43963.512205156665,415859.3499993273,0.0,0.0,618.6021141191445,48.8687,9.2573,11.1582,50.4559,4648514.1995,22675.679,2.31,2.31,8.8667,2.2167,4648503.0228,23242.5151,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,300,265228.3712,2.2626,4192.9754,0.0358,269421.3466,2.2983,29526.2341,1.9704,3659.5478,0.2442,33185.7819,2.2146,2.2889,126000,110822,0,14985,0,193,0,7760,7106,31040,28221,87200,75495,87.95396825396826,66408.61579493662,27205.546564102533,66408.61579493662,622822.5499998444,0.0,0.0,679.601863891443,62.223,9.8852,11.7103,63.6363,4818295.2845,15797.6895,2.4361,2.4361,9.1486,2.2872,4818283.6998,16060.9457,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,400,377667.2604,2.4578,9024.1898,0.0587,386691.4502,2.5166,54193.612,2.4532,33097.9318,1.4983,87291.5438,3.9515,2.6969,168000,145487,0,22091,0,422,0,8416,7746,33624,30760,125960,106981,86.59940476190476,96538.07671787834,39703.83917948722,96538.07671787834,853275.7500018905,0.0,0.0,708.1024568369419,64.2438,10.6971,13.4791,65.313,5565658.7922,13742.3674,2.657,2.657,10.7243,2.6811,5565645.4108,13914.1135,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,500,498884.7493,2.594,11847.5622,0.0616,510732.3116,2.6556,70968.1843,2.5256,145787.0498,5.1883,216755.2342,7.714,3.3005,210000,181385,0,28099,0,516,0,8851,8005,35392,32608,165757,140772,86.37380952380953,117369.33702548919,49901.15087179477,117369.33702548919,1064734.600003912,0.0,0.0,740.2430223384475,64.8492,9.217,11.7614,65.7425,5602303.1456,11093.6696,2.6382,2.6382,10.831,2.7078,5602289.6764,11204.5794,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,600,598662.6975,2.6206,17757.1158,0.0777,616419.8133,2.6983,97475.1744,2.7131,84052.6401,2.3395,181527.8145,5.0527,3.0183,252000,215437,0,35927,0,636,0,9216,8498,36864,33784,205920,173155,85.49087301587302,157981.09558933982,69024.03158974391,157981.09558933982,1281165.5000064834,0.0,0.0,771.3556757502346,69.2349,12.0617,14.5588,70.0013,6094587.6754,10073.6986,3.0296,3.0296,11.6229,2.9057,6094573.0229,10157.6217,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,700,674060.4757,2.5586,20695.2629,0.0786,694755.7386,2.6371,143307.9258,3.1836,178373.9167,3.9626,321681.8425,7.1463,3.2951,294000,248197,0,45014,0,789,0,9424,8577,37674,34650,246902,204970,84.42074829931973,162140.61948668814,70300.82441025655,162140.61948668814,1482948.9000089446,0.0,0.0,795.6097817537508,70.8998,10.8232,15.1065,71.5743,6134174.3746,8700.9566,2.6539,2.6539,12.0935,3.0234,6134159.6272,8763.0852,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,800,726332.9134,2.4524,17065.7658,0.0576,743398.6792,2.5101,233141.9933,4.1543,457302.9712,8.1487,690444.9644,12.303,4.0701,336000,278919,0,56120,0,961,0,9616,8840,38431,34266,287953,235813,83.01160714285714,235898.94194790768,112489.7047179489,235898.94194790768,1680326.6500113518,0.0,0.0,821.8954709456826,70.712,13.6571,12.4285,71.3166,5805972.9865,7212.3888,3.7252,3.7252,10.2328,2.5582,5805959.0285,7257.4488,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,900,889390.8591,2.6544,27325.0953,0.0816,916715.9544,2.736,215302.4588,3.4743,276983.2671,4.4696,492285.7259,7.9439,3.5489,378000,314998,0,61970,0,1032,0,9762,8961,39040,35946,329198,270091,83.33280423280424,240829.6314862081,110317.19302564082,240829.6314862081,1922173.7500140239,0.0,0.0,809.2863224604939,71.9432,12.3756,15.4401,72.4721,6695622.5461,7398.478,3.2245,3.2245,12.8722,3.218,6695606.4495,7439.5627,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,1044722.6551,2.7748,32362.5208,0.086,1077085.1759,2.8608,181200.0479,2.8065,136500.672,2.1142,317700.7199,4.9207,3.1623,420000,354292,0,64564,0,1144,0,9890,8937,39552,36242,370558,309113,84.3552380952381,296010.31692258024,138035.44215384542,296010.31692258024,2165574.7500136513,0.0,0.0,795.631369906587,71.635,13.9269,15.6008,72.1047,6812865.238,6778.9704,3.6194,3.6194,12.7587,3.1897,6812848.8599,6812.8489,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,100,25160.1894,0.6215,1961.4537,0.0484,27121.6431,0.6699,1833.8406,0.4645,158.577,0.0402,1992.4176,0.5047,0.6552,42000,38040,0,3948,0,12,0,6170,5638,29632,26929,6198,5473,90.57142857142857,28151.159384615257,8803.726461538576,28151.159384615257,216296.6999998717,0.0,0.0,244.146484334669,8.8897,8.7629,11.5361,8.7153,4660618.6915,44386.8447,2.1892,2.1892,9.017,2.2543,4660607.4853,46606.0749,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,200,67251.1306,0.8407,7017.7884,0.0877,74268.919,0.9284,3977.4179,0.5086,576.2692,0.0737,4553.6871,0.5823,0.8976,84000,76138,0,7820,0,42,0,10577,9656,50801,46033,22622,20449,90.64047619047619,90795.5784615211,29999.689538461884,90795.5784615211,444485.44999922276,0.0,0.0,333.9333666534009,18.0996,15.1069,20.6578,18.0392,8334970.8381,40658.3943,3.7755,3.7755,16.2654,4.0664,8334950.7972,41674.754,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,300,111235.1178,0.9132,14872.2457,0.1221,126107.3635,1.0353,7475.3661,0.6776,1245.7411,0.1129,8721.1072,0.7905,1.015,126000,114899,0,11032,0,69,0,13968,12829,67027,61591,45005,40479,91.18968253968254,169201.85476912308,58366.49230769271,169201.85476912308,662961.2000001827,0.0,0.0,410.42819839668516,23.1598,19.3869,27.1111,23.093,10880090.197,35672.4269,4.8233,4.8233,21.337,5.3343,10880064.0366,36266.8801,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,400,166861.9585,1.0416,23492.1215,0.1466,190354.08,1.1882,11952.789,0.754,1909.7331,0.1205,13862.522,0.8745,1.16,168000,152024,0,15852,0,124,0,16752,15290,80384,73094,70864,63640,90.49047619047619,261414.1153843628,93983.05630769285,261414.1153843628,887764.6000021431,0.0,0.0,452.0363088076328,28.6419,23.4702,32.4468,28.6001,13124110.2033,32405.2104,5.8846,5.8846,25.6712,6.4178,13124078.6475,32810.1966,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,500,225034.2281,1.1145,28766.9931,0.1425,253801.2212,1.2569,16887.1179,0.8479,2544.6911,0.1278,19431.809,0.9757,1.2317,210000,189911,0,19916,0,173,0,18800,17149,90242,82695,100958,90067,90.43380952380953,312358.4492307297,112514.92800000036,312358.4492307297,1108499.500004348,0.0,0.0,484.42719604937184,33.356,22.9135,34.4726,33.3759,13571125.1834,26873.5152,5.6085,5.6085,27.022,6.7555,13571092.5529,27142.1851,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,600,286676.0136,1.1947,40196.094,0.1675,326872.1076,1.3622,22337.5695,0.906,4364.5654,0.177,26702.1349,1.083,1.3362,252000,227104,0,24656,0,240,0,20560,18874,98710,90071,132730,118159,90.12063492063493,451298.7853339481,171373.27733333458,451298.7853339481,1336998.250007094,0.0,0.0,518.4306518468846,36.3615,28.4308,40.025,36.3428,16152539.6606,26698.4127,7.1152,7.1152,31.7218,7.9304,16152500.8236,26920.8347,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,700,350058.6112,1.2464,45922.8637,0.1635,395981.4749,1.4099,27864.0369,0.9456,5417.3424,0.1838,33281.3793,1.1294,1.3833,294000,264254,0,29467,0,279,0,22064,20276,105918,96198,166018,147780,89.88231292517007,550823.0483089662,216912.35784615294,550823.0483089662,1557105.250009856,0.0,0.0,540.7261510378952,39.2919,30.6479,41.7889,39.2887,16897557.4067,23968.1665,7.6765,7.6765,32.9516,8.2379,16897516.7787,24139.3097,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,800,408174.8353,1.2756,51206.7225,0.16,459381.5578,1.4357,32876.8789,0.9758,4996.8445,0.1483,37873.7234,1.1241,1.406,336000,301924,0,33693,0,383,0,23328,21474,112000,102141,200672,178309,89.85833333333333,660874.7528229693,263397.5451282057,660874.7528229693,1784633.950012592,0.0,0.0,561.8721463740076,40.8634,32.5522,44.6192,40.8494,18061680.2691,22436.8699,8.1633,8.1633,35.2635,8.8159,18061636.8423,22577.0461,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,900,474571.6178,1.3186,57680.8529,0.1603,532252.4707,1.4789,39324.0164,1.0154,5535.223,0.1429,44859.2394,1.1583,1.4478,378000,338827,0,38727,0,446,0,24416,22354,117186,106232,236398,210241,89.63677248677249,747270.275695855,305190.0246153816,747270.275695855,2005721.7000153575,0.0,0.0,578.6328494455192,43.125,33.6329,45.8003,43.1227,18493742.7749,20435.0749,8.41,8.41,36.0555,9.0139,18493698.3095,20548.5537,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,534133.2132,1.3372,69471.5961,0.1739,603604.8093,1.5111,44806.6858,1.0378,6385.092,0.1479,51191.7779,1.1857,1.4794,420000,376264,0,43175,0,561,0,25376,23411,121801,110779,272823,242074,89.58666666666667,843938.1018509663,342022.391076923,843938.1018509663,2232965.7500116928,0.0,0.0,595.470294023677,44.0886,34.0446,49.6414,44.0683,19910752.4353,19811.694,8.4869,8.4869,39.3852,9.8463,19910704.5631,19910.7046,0,0,0,-1.0,[],[]
ALL,TEST,100,18511.2945,0.4566,1538.4411,0.0379,20049.7355,0.4946,796.5532,0.2104,496.8,0.1313,1293.3532,0.3417,0.4815,42000,38215,0,3785,0,0,0,8995,6511,32938,31637,67,67,90.98809523809524,32436.636102560442,12181.80656410269,32436.636102560442,219634.09999986461,0.0,0.0,89.4219515197434,0.9718,12.3391,12.5839,0.0082,5351040.6768,50962.2922,2.9935,2.9935,9.8729,2.4682,5351027.8104,53510.2781,0,0,0,-1.0,[],[]
ALL,TEST,200,41640.1235,0.5189,7006.9103,0.0873,48647.0338,0.6063,1744.2745,0.2328,389.8659,0.052,2134.1404,0.2849,0.5788,84000,76495,0,7491,0,14,0,16196,14672,54127,48673,13677,13150,91.06547619047619,143931.6913845875,66345.36461538574,143931.6913845875,451161.5499991987,0.0,0.0,243.40992860673956,4.9322,31.6417,19.3529,4.2289,9600931.4896,46833.8121,8.2172,8.2172,14.8675,3.7169,9600908.4048,48004.542,0,0,0,-1.0,[],[]
ALL,TEST,300,67433.0795,0.5488,15862.4975,0.1291,83295.577,0.6779,2670.0215,0.2672,1234.9459,0.1236,3904.9675,0.3908,0.6564,126000,115985,0,9992,0,23,0,22495,19869,66277,60309,37228,35807,92.0515873015873,222768.97497425662,91976.93312820474,222768.97497425662,670828.4500002424,0.0,0.0,351.23154624086453,7.4599,30.2829,30.0093,6.832,13092683.4411,42926.831,7.4648,7.4648,24.0154,6.0039,13092651.9609,43642.1732,0,0,0,-1.0,[],[]
ALL,TEST,400,96730.8735,0.5973,28504.1599,0.176,125235.0334,0.7733,3757.8602,0.2674,1844.6715,0.1313,5602.5317,0.3987,0.7434,168000,153910,0,14051,0,39,0,26033,22761,82720,74643,59247,56506,91.61309523809524,288767.6307691172,108344.434153846,288767.6307691172,902375.3500022438,0.0,0.0,386.400428719707,10.1441,28.1661,38.6137,9.5945,15671848.2592,38695.9216,6.6427,6.6427,31.0389,7.7597,15671810.5776,39179.5264,0,0,0,-1.0,[],[]
ALL,TEST,500,127845.4764,0.625,46452.6009,0.2271,174298.0773,0.8521,5099.9032,0.2886,2932.4099,0.1659,8032.3131,0.4545,0.8205,210000,192254,0,17673,0,73,0,29583,26180,106058,96475,74359,69599,91.5495238095238,518666.27302618197,221023.83825641137,518666.27302618197,1121921.550004519,0.0,0.0,369.7828775561406,13.169,43.1419,37.2874,12.7475,16350454.9614,32377.1385,10.7751,10.7751,28.5384,7.1346,16350415.6479,32700.8313,0,0,0,-1.0,[],[]
ALL,TEST,600,160512.1205,0.6591,62101.1433,0.255,222613.2638,0.9141,6393.4366,0.2955,4598.7145,0.2125,10992.1511,0.508,0.881,252000,230270,0,21639,0,91,0,32930,29131,123104,111230,95966,89909,91.37698412698413,614787.6262574915,256323.04010256432,614787.6262574915,1353338.650007337,0.0,0.0,379.1738348639641,15.1707,42.6167,41.6786,14.7999,17507217.5359,28937.5496,10.4396,10.4396,31.6554,7.9138,17507175.4409,29178.6257,0,0,0,-1.0,[],[]
ALL,TEST,700,193381.7202,0.6762,67303.5043,0.2354,260685.2245,0.9116,7787.2222,0.3132,5172.733,0.208,12959.9552,0.5212,0.8804,294000,269049,0,24867,0,84,0,35215,31222,123656,111561,135129,126266,91.51326530612245,680292.9096425762,286098.12410255946,680292.9096425762,1573120.0500101838,0.0,0.0,411.02126199847436,16.7905,41.4375,44.862,16.4644,18511758.1282,26257.8129,9.9694,9.9694,34.5406,8.6351,18511713.6183,26445.3052,0,0,0,-1.0,[],[]
ALL,TEST,800,215978.8472,0.6668,96636.2766,0.2983,312615.1237,0.9651,9387.3856,0.3139,10037.1417,0.3357,19424.5272,0.6496,0.9384,336000,305964,0,29902,0,134,0,35219,30758,123929,109446,176852,165760,91.06071428571428,945841.3951820867,401949.5988718009,945841.3951820867,1804384.7000129193,0.0,0.0,439.6239393756745,15.6632,49.5778,55.9674,15.2567,23722769.3566,29469.2787,12.3094,12.3094,44.7289,11.1822,23722712.3182,29653.3904,0,0,0,-1.0,[],[]
ALL,TEST,900,245492.0795,0.6743,107560.3093,0.2954,353052.3888,0.9698,11012.5071,0.3162,13750.3083,0.3947,24762.8154,0.7109,0.9471,378000,343015,0,34833,0,152,0,34252,29394,123699,107539,220049,206082,90.744708994709,1123740.047797711,491498.6290256561,1123740.047797711,2023795.400015678,0.0,0.0,455.28528838452905,16.302,53.2171,60.4315,15.9068,25879942.6758,28596.6217,13.3979,13.3979,48.8265,12.2066,25879880.4514,28755.4227,0,0,0,-1.0,[],[]
ALL,TEST,1000,279297.0649,0.6916,111146.422,0.2752,390443.4869,0.9668,12415.6731,0.3181,16383.2238,0.4197,28798.897,0.7378,0.9466,420000,380755,0,39036,0,209,0,34738,29422,121753,103981,263509,247352,90.65595238095239,1253443.3962078418,563557.6195897583,1253443.3962078418,2255223.350011016,0.0,0.0,465.2602061687438,17.394,54.7375,63.4364,17.0248,27219694.8527,27084.2735,13.7981,13.7981,51.647,12.9117,27219629.4076,27219.6294,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,33599.3477,0.8233,3262.7126,0.0799,36862.0603,0.9033,1068.2238,0.4458,215.3818,0.0899,1283.6055,0.5357,0.8829,42000,39599,0,2396,0,5,0,12143,11201,11147,10200,18710,18198,94.28333333333333,36545.538871799436,16800.701333333644,36545.538871799436,211798.79999994475,0.0,0.0,272.2253429551861,16.7056,23.1008,6.5629,17.2752,4756626.2492,45301.2024,5.9951,5.9951,5.4415,1.3604,4756614.8126,47566.1481,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,72201.3737,0.8759,9772.5223,0.1186,81973.8961,0.9944,1927.777,0.4656,673.8706,0.1628,2601.6476,0.6284,0.9769,84000,79853,0,4140,0,7,0,20983,19478,22870,21418,40147,38957,95.06309523809524,120324.46307691086,57412.74061538504,120324.46307691086,432446.94999955985,0.0,0.0,323.4448965354296,19.5671,39.8637,14.416,19.5696,9319651.363,45461.714,10.347,10.347,12.0606,3.0152,9319628.9554,46598.1448,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,300,108068.5848,0.8883,19337.0504,0.1589,127405.6352,1.0472,3104.207,0.3665,1947.6057,0.2299,5051.8127,0.5964,1.0179,126000,117521,0,8470,0,9,0,27057,24111,37081,34093,61862,59317,93.27063492063492,224712.59179469524,108139.8339487177,224712.59179469524,640790.3999999258,0.0,0.0,346.6249447068131,20.0612,50.2629,23.1305,19.8252,13440600.8116,44067.5436,12.9998,12.9998,19.316,4.829,13440568.4958,44801.895,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,400,153825.3424,0.933,34311.7679,0.2081,188137.1103,1.1411,3206.8685,0.3679,3451.6372,0.396,6658.5058,0.7639,1.1222,168000,159261,0,8716,0,23,0,29895,27106,51137,48021,86968,84134,94.79821428571428,361030.35005117446,165788.1069743665,361030.35005117446,851089.9000011921,0.0,0.0,374.61353576125583,22.6038,55.8573,31.9565,22.3094,17136946.7227,42313.4487,14.4797,14.4797,26.7234,6.6808,17136905.5196,42842.2638,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,500,182563.279,0.8932,59957.9981,0.2933,242521.2771,1.1865,4851.9013,0.3443,10595.0462,0.7518,15446.9475,1.0961,1.1807,210000,195888,0,14093,0,19,0,34631,30188,66874,62122,108495,103578,93.28,510803.6565128336,227694.49835897586,510803.6565128336,1069351.2000020978,0.0,0.0,360.8772181964014,21.52,63.147,39.234,21.145,20325029.6483,40247.5835,16.3072,16.3072,32.5612,8.1403,20324980.7799,40649.9616,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,600,231422.4272,0.9472,83433.4452,0.3415,314855.8725,1.2887,4698.4081,0.3038,16509.2901,1.0677,21207.6982,1.3715,1.2937,252000,236514,0,15463,0,23,0,35114,30131,80374,74953,136512,131430,93.8547619047619,656536.697436881,281130.87774358125,656536.697436881,1279521.15000406,0.0,0.0,398.2508365705977,23.6966,64.2454,47.7583,23.3166,23430011.4637,38727.2917,16.6078,16.6078,39.726,9.9315,23429955.1299,39049.9252,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,700,273168.0312,0.9564,109466.8066,0.3833,382634.8378,1.3397,6044.7703,0.3147,27824.9422,1.4488,33869.7125,1.7635,1.3664,294000,274749,0,19206,0,45,0,38459,31830,90864,84606,164677,158313,93.45204081632653,812729.8511813015,350939.6204102748,812729.8511813015,1482941.9500058363,0.0,0.0,424.8859973088745,24.9934,67.7546,51.7499,24.6368,25065259.5047,35553.5596,17.4223,17.4223,42.8432,10.7108,25065199.2392,35807.4275,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,800,318768.5047,0.985,132729.2875,0.4101,451497.7922,1.3951,7410.7853,0.3184,53144.9638,2.2835,60555.7491,2.602,1.4761,336000,312683,0,23273,0,44,0,39660,31038,92392,85392,203948,196253,93.06041666666667,941126.4171308804,410652.50820514606,941126.4171308804,1699519.7000072359,0.0,0.0,478.01850228580884,26.2038,70.6141,57.7424,25.8485,27641902.2543,34337.7668,18.1658,18.1658,48.2945,12.0736,27641835.794,34552.2947,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,900,361152.7443,0.9988,163456.1048,0.452,524608.8491,1.4508,9104.2933,0.3089,81416.6422,2.7628,90520.9355,3.0717,1.573,378000,348475,0,29469,0,56,0,42750,31936,102138,93010,233112,223529,92.18915343915344,1082627.5360029698,473912.035076915,1082627.5360029698,1897887.500008944,0.0,0.0,482.7525529201537,27.139,71.8762,61.397,26.8023,28891737.1143,31924.5714,18.3455,18.3455,51.1197,12.7799,28891667.649,32101.8529,0,0,0,-1.0,[],[]
