Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_DISABLED,1000,373507.3039,1.0761,119983.0014,0.3457,493490.3053,1.4218,39167.0271,0.4598,28992123.3159,340.3151,29031290.3429,340.7748,68.3008,420000,334748,0,85192,0,60,0,67434,1959,97792,88500,254774,244289,79.70190476190476,1254703.2695401388,990313.9200000071,1254703.2695401388,1883400.900008978,0.0,0.0,508.63534191739046,22.9387,93.2341,48.9522,22.6481,32177713.6466,32017.6255,28.4947,28.4947,48.871,12.2177,32177636.2809,32177.6363,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,38731.2584,0.946,3106.1132,0.0759,41837.3716,1.0219,946.4492,0.409,253.1025,0.1094,1199.5517,0.5184,0.995,42000,39679,0,2314,0,7,0,11632,10585,11015,10384,19353,18710,94.47380952380952,34658.571076927285,15880.370461539032,34658.571076927285,207033.54999994457,0.0,0.0,316.95316932060507,21.2449,20.8929,6.67,22.2224,4548764.5063,43321.5667,5.3775,5.3775,5.5593,1.3898,4548753.5695,45487.5357,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,83403.8651,1.0096,8642.77,0.1046,92046.635,1.1143,1916.768,0.4739,533.874,0.132,2450.642,0.6058,1.0905,84000,79946,0,4045,0,9,0,19296,17916,22675,21180,42029,40850,95.17380952380952,109293.77128203968,51749.23158974334,109293.77128203968,418963.1499995448,0.0,0.0,375.00673296368575,25.4281,35.2139,13.3799,25.7482,8406255.8126,41006.1259,9.1009,9.1009,11.1106,2.7777,8406235.6011,42031.178,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,300,129557.0714,1.0612,15097.4204,0.1237,144654.4919,1.1849,3281.721,0.4519,1018.447,0.1402,4300.168,0.5921,1.1516,126000,118715,0,7262,0,23,0,24731,22689,34914,32399,66355,63627,94.21825396825396,193287.86984603194,92153.82123077026,193287.86984603194,623062.1999998981,0.0,0.0,382.7040148525041,27.9766,42.9165,19.9883,28.0712,11473449.6513,37617.8677,11.0331,11.0331,16.5531,4.1383,11473422.0652,38244.7402,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,400,181868.9643,1.1022,25670.3903,0.1556,207539.3545,1.2577,3537.8564,0.4313,2549.1011,0.3108,6086.9576,0.7421,1.2333,168000,159756,0,8202,0,42,0,27528,25037,42376,39792,98096,94927,95.09285714285714,316675.1027690962,151348.20061538598,316675.1027690962,834111.0500011786,0.0,0.0,447.7698037558184,30.5513,51.823,26.0654,30.5374,14640170.5621,36148.5693,13.4396,13.4396,21.7601,5.44,14640135.3623,36600.3384,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,500,221296.815,1.0736,40888.1253,0.1984,262184.9403,1.2719,4197.1935,0.3816,4767.4037,0.4334,8964.5972,0.815,1.2488,210000,198956,0,11000,0,44,0,29536,26714,55963,52566,124501,119676,94.74095238095238,444154.2474871235,205158.99979487254,444154.2474871235,1045008.5500021735,0.0,0.0,453.4663186444148,30.032,56.8097,31.9515,29.9171,17148556.95,33957.5385,14.7741,14.7741,26.4567,6.6142,17148515.7192,34297.0314,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,600,257582.5977,1.0523,52873.3989,0.216,310455.9966,1.2683,5718.4299,0.3779,8044.6701,0.5316,13763.1,0.9095,1.2474,252000,236823,0,15133,0,44,0,31367,27338,62914,58380,157719,151105,93.97738095238095,568474.8646157801,260459.63969230623,568474.8646157801,1262812.9500036605,0.0,0.0,487.13925835555773,29.238,60.1284,39.0417,29.0432,20052252.3504,33144.2188,15.6099,15.6099,32.6021,8.1505,20052204.1384,33420.3402,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,700,301763.8513,1.0503,66397.3007,0.2311,368161.1519,1.2814,6283.3265,0.3608,10834.5882,0.6222,17117.9148,0.9831,1.2644,294000,276529,0,17413,0,58,0,33414,29012,70096,64998,190490,182519,94.05748299319728,706928.7572323221,323103.03446155286,706928.7572323221,1460372.2500054436,0.0,0.0,517.82629973271,29.9526,62.3702,43.5849,29.7456,21853545.3154,30997.9366,16.1467,16.1467,36.3961,9.099,21853492.7726,31219.2754,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,800,345268.1515,1.0577,80535.3364,0.2467,425803.4879,1.3045,8586.9933,0.4103,18667.5757,0.8919,27254.5691,1.3022,1.3043,336000,314996,0,20930,0,74,0,34528,28661,74738,68909,226734,217426,93.74880952380953,829614.229233107,380306.2316923135,829614.229233107,1678967.7000069593,0.0,0.0,528.9061301224162,30.4486,65.2339,49.0461,30.2212,24154507.1489,30005.5989,16.8865,16.8865,41.1883,10.2971,24154449.0741,30193.0613,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,900,404852.074,1.1046,110461.3446,0.3014,515313.4186,1.406,7701.7846,0.3318,31849.6271,1.3719,39551.4117,1.7037,1.4237,378000,354713,0,23215,0,72,0,37700,30504,86850,80689,253450,243520,93.839417989418,974664.118464371,444027.198769206,974664.118464371,1863535.3500086912,0.0,0.0,524.8904983096868,32.6682,67.9004,50.3381,32.4721,24647094.552,27234.3586,17.4923,17.4923,41.7669,10.4417,24647035.2928,27385.5948,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,1000,448633.2099,1.1027,138597.4304,0.3407,587230.6402,1.4434,9615.5166,0.3365,54186.6374,1.896,63802.1539,2.2325,1.4952,420000,391342,0,28579,0,79,0,41586,32775,92032,84733,286382,273834,93.17666666666666,1075891.2116958338,486736.0941538499,1075891.2116958338,2070908.1500104307,0.0,0.0,535.3339621638767,32.8008,67.1175,56.2209,32.5874,26593611.0105,26461.3045,17.0455,17.0455,46.8937,11.7234,26593547.0714,26593.5471,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,100,18450.8064,0.4556,1552.021,0.0383,20002.8273,0.4939,821.8463,0.2124,478.2,0.1236,1300.0463,0.3359,0.4802,42000,38130,0,3870,0,0,0,9026,6635,32974,31495,0,0,90.78571428571429,33501.3527179444,12832.227179487301,33501.3527179444,219629.6999998637,0.0,0.0,87.33447270484882,0.9622,12.928,12.404,0,5351195.4767,50963.7664,3.164,3.164,9.7027,2.4257,5351182.6099,53511.8261,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,200,38196.5528,0.4758,7629.4286,0.095,45825.9814,0.5709,1785.6646,0.24,222.7189,0.0299,2008.3836,0.27,0.5454,84000,76549,0,7439,0,12,0,15766,15032,54924,48862,13310,12655,91.1297619047619,199326.28338454518,95451.14338461732,199326.28338454518,451205.99999919673,0.0,0.0,238.1677224366814,2.5586,43.9665,18.1183,1.6949,10597994.5654,51697.5345,11.8325,11.8325,13.6494,3.4124,10597969.0834,52989.8454,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,300,70865.1352,0.5769,18997.8697,0.1546,89863.0049,0.7315,2723.9851,0.2718,1229.7968,0.1227,3953.7819,0.3945,0.7061,126000,115958,0,10023,0,19,0,27870,24481,74280,68993,23850,22484,92.03015873015873,125520.29928200955,30684.144205127333,125520.29928200955,670846.2000002433,0.0,0.0,252.66643140148648,8.9018,14.1286,32.7192,8.3435,11908870.6125,39045.4774,2.5,2.5,26.1346,6.5337,11908841.9779,39696.1399,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,400,91144.533,0.5632,42222.0919,0.2609,133366.6249,0.8241,4241.1528,0.301,2063.9356,0.1465,6305.0884,0.4475,0.7939,168000,153874,0,14091,0,35,0,31445,29375,101596,93059,34959,31440,91.59166666666667,465030.4325131366,188614.3851282047,465030.4325131366,902315.3000022457,0.0,0.0,262.4430133223996,8.2376,46.1944,37.098,7.5984,16753181.9903,41365.8815,11.6165,11.6165,28.6656,7.1664,16753141.7083,41882.8543,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,500,113342.8149,0.5547,51987.6091,0.2544,165330.4241,0.8092,5557.0314,0.3095,3367.9779,0.1876,8925.0092,0.4971,0.784,210000,192007,0,17954,0,39,0,41557,38382,91187,82950,77256,70675,91.43190476190476,377520.12820542714,117899.55466666797,377520.12820542714,1122104.8000045156,0.0,0.0,393.9793979419631,7.2889,27.8044,58.0881,6.5432,22587149.5029,44727.0287,5.7408,5.7408,48.5677,12.1419,22587095.1944,45174.1904,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,600,143332.0257,0.5892,71148.3421,0.2925,214480.3678,0.8816,6228.5824,0.2872,4722.0014,0.2177,10950.5838,0.5049,0.8508,252000,230214,0,21689,0,97,0,38063,35518,118531,104548,95406,90148,91.3547619047619,903482.9406169232,400569.7636922994,903482.9406169232,1353315.3500073268,0.0,0.0,391.0402901492199,10.2076,63.9518,51.084,9.6041,23643846.5093,39080.738,16.3924,16.3924,40.4568,10.1142,23643789.6601,39406.3161,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,700,186282.2059,0.652,80594.4509,0.2821,266876.6567,0.9341,7247.0671,0.2897,5757.1101,0.2301,13004.1772,0.5198,0.9007,294000,268867,0,25017,0,116,0,39577,36825,144843,128070,109580,103972,91.45136054421769,1161150.9854386367,545211.4171282046,1161150.9854386367,1572960.7500101668,0.0,0.0,376.05190959430877,15.4484,73.299,39.903,15.0778,19825627.3728,28121.4573,19.0117,19.0117,28.6577,7.1644,19825579.7034,28322.2567,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,800,225252.1453,0.6936,90150.5257,0.2776,315402.671,0.9713,8761.811,0.3004,7729.9796,0.265,16491.7906,0.5654,0.9378,336000,306691,0,29170,0,139,0,45914,41112,160231,143382,129855,122197,91.27708333333334,1147758.3879006407,534193.7063589798,1147758.3879006407,1816214.9500130229,0.0,0.0,384.620848744669,18.0851,65.2018,40.5892,17.7994,18900735.9277,23479.1751,19429.6516,19429.6516,244082.4609,61020.6152,18637223.8152,23296.5298,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,900,249959.1152,0.6839,111717.1816,0.3057,361676.2968,0.9896,10650.6041,0.315,10988.4198,0.325,21639.0238,0.6399,0.96,378000,344028,0,33814,0,158,0,49068,42728,162739,147345,166193,153955,91.01269841269841,1232212.9325157993,550079.808205132,1232212.9325157993,2023856.8500157595,0.0,0.0,405.8030761580328,17.3248,61.3335,52.8482,16.9801,22777000.7931,25167.9567,14.9285,14.9285,39.8371,9.9593,22776946.0275,25307.7178,0,0,0,-1.0,[],[]
ALL,INCREASE_LIFETIME,1000,276081.4153,0.6808,130494.7005,0.3218,406576.1158,1.0026,12632.3838,0.3295,14026.912,0.3659,26659.2958,0.6954,0.9761,420000,381525,0,38336,0,139,0,47837,41268,156710,141854,215453,198403,90.83928571428571,1494566.0863617072,666742.1109743572,1494566.0863617072,2255399.450011077,0.0,0.0,439.3340668098933,16.9715,65.9748,61.8269,16.5908,26949264.7516,26815.1888,16.3282,16.3282,48.468,12.117,26949199.9553,26949.2,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,100,25703.325,0.634,1997.9923,0.0493,27701.3173,0.6833,1480.7356,0.3861,171.583,0.0447,1652.3185,0.4309,0.6615,42000,38163,0,3835,0,2,0,5568,5095,31341,28420,5091,4648,90.86428571428571,25545.41312820447,6708.400512820587,25545.41312820447,216685.7999998704,0.0,0.0,217.25158464046874,8.9791,6.8178,12.0344,8.8114,4620900.3337,44008.5746,1.671,1.671,9.4398,2.36,4620889.2229,46208.8922,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,200,63301.3853,0.7919,8067.7764,0.1009,71369.1617,0.8928,3772.5413,0.4809,675.2869,0.0861,4447.8282,0.567,0.8637,84000,76117,0,7844,0,39,0,9792,8822,55168,50417,19040,16878,90.61547619047619,85557.47425639916,24155.660102564212,85557.47425639916,445212.84999921866,0.0,0.0,290.6722043221712,15.9009,12.3305,21.9256,15.7298,8465929.4936,41297.217,3.0343,3.0343,17.3216,4.3304,8465909.1377,42329.5457,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,300,108090.6365,0.8877,17287.6099,0.142,125378.2464,1.0297,7219.2845,0.6522,1392.6483,0.1258,8611.9328,0.778,1.0088,126000,114847,0,11069,0,84,0,13185,12148,74304,68288,38511,34411,91.1484126984127,164469.99005119898,49951.33128205167,164469.99005119898,660515.6500001649,0.0,0.0,355.69502546388895,21.8614,16.8597,28.9219,21.7323,11124808.4526,36474.7818,4.1386,4.1386,22.6104,5.6526,11124781.7036,37082.6057,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,400,156388.7053,0.976,28693.7584,0.1791,185082.4637,1.1551,11418.7267,0.716,2747.3584,0.1723,14166.085,0.8883,1.1309,168000,151950,0,15947,0,103,0,15949,14537,89792,81801,62259,55612,90.44642857142857,250369.31784592,77528.29415384658,250369.31784592,890053.300002169,0.0,0.0,410.63170539179066,25.7368,19.7755,35.4939,25.5991,13664732.8112,33740.081,4.8558,4.8558,28.0001,7,13664699.9553,34161.7499,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,500,204100.1994,1.0115,43272.7966,0.2145,247372.996,1.226,15390.682,0.755,5639.1574,0.2766,21029.8394,1.0316,1.2081,210000,189474,0,20385,0,141,0,18240,16526,102765,93062,88995,79886,90.22571428571429,375732.6703593096,123486.72912820496,375732.6703593096,1110698.3500043978,0.0,0.0,451.17318049346216,27.9854,24.73,42.7278,27.7997,16592110.5986,32855.6646,6.1248,6.1248,33.7695,8.4424,16592070.7043,33184.1414,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,600,264927.3577,1.1027,51404.3358,0.214,316331.6935,1.3166,20823.3144,0.8341,5399.6121,0.2163,26222.9266,1.0503,1.2916,252000,226840,0,24966,0,194,0,20176,18434,113664,103070,118160,105336,90.01587301587301,459275.4852314269,153498.74892307742,459275.4852314269,1340643.9500071607,0.0,0.0,475.90274486430553,32.317,25.9702,45.685,32.1861,17587344.2281,29069.9905,6.3786,6.3786,35.9086,8.9771,17587301.9409,29312.1699,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,700,322864.4112,1.1485,61205.1776,0.2177,384069.5888,1.3663,26360.7312,0.8914,6496.026,0.2197,32856.7572,1.1111,1.342,294000,264124,0,29571,0,305,0,21840,20035,122951,111415,149209,132674,89.83809523809524,553730.2538473908,190101.47507692227,553730.2538473908,1556081.400009869,0.0,0.0,499.744063280527,35.1384,27.5587,48.7545,35.0268,18706421.9288,26533.9318,6.7459,6.7459,38.2318,9.558,18706376.9511,26723.3956,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,800,386414.1626,1.2086,77275.1831,0.2417,463689.3457,1.4503,31371.5371,0.9127,8564.5502,0.2492,39936.0873,1.1618,1.4223,336000,301298,0,34373,0,329,0,23264,21237,131069,118404,181667,161657,89.67202380952381,654107.1307715297,229946.46338461564,654107.1307715297,1787949.5000126192,0.0,0.0,523.2633465132525,37.5364,29.0264,51.6503,37.4365,19905026.9668,24726.7416,7.1363,7.1363,40.7232,10.1808,19904979.1074,24881.2239,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,900,448944.7967,1.2477,90456.3095,0.2514,539401.1062,1.4991,35481.5872,0.9032,11055.6422,0.2814,46537.2294,1.1846,1.4681,378000,338303,0,39286,0,411,0,24525,22333,138112,123707,215363,192263,89.49814814814815,779388.8172343108,284244.21692307567,779388.8172343108,2006328.650015368,0.0,0.0,538.8392734455915,39.3824,31.5902,54.8154,39.2825,21239336.507,23468.8801,7.8115,7.8115,43.2559,10.814,21239285.4396,23599.206,0,0,0,-1.0,[],[]
ALL,LATENCY_ENERGY_AWARE,1000,514962.7291,1.2904,96782.6348,0.2425,611745.3639,1.533,41726.6277,0.9412,13372.0558,0.3016,55098.6834,1.2428,1.504,420000,375200,0,44334,0,466,0,25616,23321,144285,128731,250099,223148,89.33333333333333,840788.5073892691,306866.8516923074,840788.5073892691,2237654.9000114813,0.0,0.0,554.1563706151295,41.5109,31.1551,56.7456,41.4266,21761044.4886,21652.7806,7.6209,7.6209,44.7007,11.1752,21760992.167,21760.9922,0,0,0,-1.0,[],[]
